"","date_submitted","ideal_adoption_timeline","reason_for_adoption","specific_animal","adults_in_home","children_in_home","all_household_agree","allergies","home_owner","home_pet_policy","experience","budget_monthly","budget_emergency","home_alone_avg","home_alone_max","pet_kept","exercise","needs","return_pet","how_heard","outcome_trello_id","STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","City","State","ZIP"
"118","09/19/2018","few-months","myself",FALSE,1,0,"yes","no-allergies","landlord","yes-with-pet-policy","grew-up-with,lived-with-housemate-pet","$200.00","$10,000.00","8 h","4 h","inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard","groom-myself","becomes-aggressive","","5ba2f41b18c706302168da86",42,101,8702,42101008702,87.02,"Census Tract 87.02","G5020","S",283544,0,39.9538112,-75.2070434,"Philadelphia","PA",19104
"119","09/19/2018","few-weeks","myself",TRUE,0,0,"yes","no-allergies","myself","","grew-up-with,euthanized,given-to-shelter","$100.00","$1,000.00","8 h",NA,"inside-only","walks-on-leash,playing-in-my-yard","professional-groomer","becomes-aggressive","website","5ba2e2630edfb63e382f3197",42,91,206105,42091206105,2061.05,"Census Tract 2061.05","G5020","S",13816216,292454,40.1856679,-75.5014446,"Collegeville","PA",19426
"120","09/19/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","landlord","yes-with-pet-policy","grew-up-with","$300.00","$3,000.00","3 h","6 h","other","walks-on-leash,jogging-together,dog-parks","professional-groomer","none","","5ba2b81190e1a23f163b6d82",42,101,500,42101000500,5,"Census Tract 5","G5020","S",428780,0,39.9519534,-75.1581776,"Philadelphia ","PA",19107
"121","09/19/2018","today","my-kids,gift",TRUE,0,1,"yes","no-allergies","landlord","yes-with-pet-policy","grew-up-with","$250.00","$600.00",NA,NA,"inside-only,unsupervised-access-to-my-yard-doggie-door-etc,supervised-in-my-yard","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks","professional-groomer","none","website","5ba2adc9fa28ff6fa138a7d6",42,17,100103,42017100103,1001.03,"Census Tract 1001.03","G5020","S",1570792,10506,40.0682737,-74.9721495,"Bensalem ","PA",19020
"122","09/19/2018","few-months","myself",FALSE,0,0,"yes","no-allergies","landlord","yes-with-pet-policy","euthanized,lived-with-housemate-pet","$125.00","$3,000.00","6 h","8 h","inside-only","walks-on-leash,playing-in-my-yard,dog-parks","groom-myself","none","","5ba2418573a979325520ec1b",42,101,8000,42101008000,80,"Census Tract 80","G5020","S",430891,0,39.9506586,-75.2268464,"Philadelphia","PA",19143
"123","09/19/2018","few-months","my-kids,protection,myself",TRUE,1,2,"yes","no-allergies","family-friend","","lived-with-housemate-pet","$200.00","$150.00","5 h","6 h","inside-only","playing-in-my-yard,dog-parks,jogging-together,walks-on-leash,another-pet","professional-groomer","destructive,not-housebroken,becomes-aggressive","website","5ba21083ab76f25b578ba9d5",42,101,32300,42101032300,323,"Census Tract 323","G5020","S",600044,0,40.0210898,-75.051527,"Philadelphia ","PA",19134
"124","09/20/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","family-friend","","euthanized,grew-up-with,currently-have-pet","$300.00","$2,000.00",NA,NA,"inside-only,crate,supervised-in-my-yard","playing-in-my-yard,another-pet","groom-myself","becomes-aggressive","","5ba42c27f6adef149de4541f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosedale","MD",21237
"125","09/20/2018","few-weeks","myself",FALSE,0,0,"yes","no-allergies","landlord","yes-with-pet-policy","grew-up-with,currently-have-pet,lived-with-housemate-pet,given-to-another","$200.00","$600.00","6 h","6 h","inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer","none","","5ba3e87fddf947488a44143b",42,101,37800,42101037800,378,"Census Tract 378","G5020","S",3789733,1907950,39.9805802,-75.0956845,"Philadelphia","PA",19105
"126","09/20/2018","today","myself",TRUE,1,0,"yes","no-allergies","landlord","not-applicable","grew-up-with,currently-have-pet","$100.00","$2,000.00","2 h",NA,"inside-only","walks-on-leash,dog-parks,another-pet","professional-groomer","none","website","5ba3aa6d7e780c7333c92f19",42,91,210500,42091210500,2105,"Census Tract 2105","G5020","S",3379105,0,40.0836945,-75.1929315,"philadelphia","PA",19118
"127","09/21/2018","few-weeks","myself",FALSE,3,0,"yes","no-allergies","family-friend","","never-lived-or-owned","$200.00","$300.00",NA,NA,"inside-only,outside-only","walks-on-leash,jogging-together,walks-off-leash,dog-parks,another-pet","no-grooming","not-enough-time,vet-becomes-expensive,becomes-aggressive","","5ba5b1f78b9b40433b4577a5",42,101,4202,42101004202,42.02,"Census Tract 42.02","G5020","S",453345,0,39.916857,-75.1516284,"philadelphia","PA",19148
"128","09/21/2018","today","myself",TRUE,2,0,"yes","no-allergies","myself","","grew-up-with,had-pet-die","$500.00","$2,000.00","6 h","8 h","crate,supervised-in-my-yard,inside-only","walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself","none","other,website","5ba56357c974a866587e5a68",42,101,3300,42101003300,33,"Census Tract 33","G5020","S",1062472,72863,39.9384405,-75.1958253,"Philadelphia","PA",19146
"129","09/21/2018","today","myself",TRUE,0,0,"yes","no-allergies","landlord","no-but-pets-allowed","currently-have-pet,grew-up-with","$1,000.00","$2,500.00","9 h","10 h","inside-only","walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer","none","website","5ba54d6976204a51c63f405e",42,91,200602,42091200602,2006.02,"Census Tract 2006.02","G5020","S",8422023,0,40.2371562,-75.2485132,"LANSDALE","PA",19446
"130","09/21/2018","today","other",FALSE,1,2,"yes","no-allergies","myself","","currently-have-pet,grew-up-with,euthanized","$200.00","$2,000.00","7 h","7 h","inside-only","walks-on-leash,playing-in-my-yard,another-pet","professional-groomer,groom-myself","none","","5ba53ca4c06a1e7227861bb0",42,101,31800,42101031800,318,"Census Tract 318","G5020","S",464292,0,40.0311021,-75.0769892,"PHILADELPHIA","PA",19149
"131","09/21/2018","today","myself",TRUE,1,0,"yes","no-allergies","myself","","had-pet-die,euthanized,grew-up-with,currently-have-pet","$200.00","$1,000.00",NA,NA,"inside-only","walks-on-leash,playing-in-my-yard","professional-groomer","none","website,email","5ba534b20649d12e61181f73",42,91,205503,42091205503,2055.03,"Census Tract 2055.03","G5020","S",2408430,0,39.9862277,-75.2697399,"wynnewood","PA",19096
"132","09/21/2018","few-months","myself",FALSE,1,0,"yes","no-allergies","landlord","no-but-pets-allowed","euthanized,grew-up-with,currently-have-pet,lived-with-housemate-pet","$600.00","$1,500.00","7 h",NA,"inside-only","walks-on-leash,playing-in-my-yard,dog-parks,another-pet,not-much","professional-groomer","becomes-aggressive","","5ba532505920a36ba415aefc",42,101,3002,42101003002,30.02,"Census Tract 30.02","G5020","S",226951,0,39.9327263,-75.1711915,"Philadelphia ","PA",19146
"133","09/21/2018","few-weeks","myself",FALSE,3,0,"yes","no-allergies","landlord","yes-with-pet-policy","grew-up-with,euthanized","$150.00","$2,000.00","5 h","7 h","inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,jogging-together","groom-myself,professional-groomer","becomes-aggressive,destructive","","5ba520b97c26894f9353584c",42,101,7900,42101007900,79,"Census Tract 79","G5020","S",377950,0,39.950463,-75.218257,"Philadelphia","PA",19143
"134","09/21/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","landlord","no-but-pets-allowed","grew-up-with,lived-with-housemate-pet","$200.00","$800.00",NA,NA,"inside-only","walks-on-leash,dog-parks","professional-groomer,groom-myself","allergies-appear","","5ba512b924e0530d129b2e51",42,101,17800,42101017800,178,"Census Tract 178","G5020","S",662615,0,39.9913752,-75.117304,"Philadelphia","PA",19134
"135","09/22/2018","today","myself",FALSE,1,0,"yes","no-allergies","myself","","currently-have-pet,euthanized,had-pet-die,pet-ran-away,grew-up-with,given-to-shelter","$800","$2,000.00","3 h",NA,"inside-only","walks-on-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself","becomes-aggressive","","5ba6f13ecdeee37c274e0e43",42,91,201901,42091201901,2019.01,"Census Tract 2019.01","G5020","S",5052627,0,40.0942195,-75.0984379,"JENKINTOWN","PA",19046
"136","09/22/2018","few-weeks","myself",TRUE,2,0,"yes","no-allergies","family-friend","","grew-up-with","$200.00","$200.00","0 h","0 h","inside-only","walks-on-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer","none","website","5ba6e57d817ad6316b7d36de",42,101,8000,42101008000,80,"Census Tract 80","G5020","S",430891,0,39.9506586,-75.2268464,"Philadelphia","PA",19143
"137","09/22/2018","few-weeks","myself,my-kids",TRUE,0,2,"yes","no-allergies","landlord","no-but-pets-allowed","currently-have-pet,grew-up-with","$200.00","$200.00","8 h","8 h","inside-only","walks-on-leash,playing-in-my-yard,dog-parks","professional-groomer","becomes-aggressive","website","5ba66d8a97560c83373ff20d",42,101,6700,42101006700,67,"Census Tract 67","G5020","S",1001468,0,39.9242475,-75.2242816,"Philadelphia ","PA",19142
"138","09/23/2018","today","myself",TRUE,1,0,"yes","no-allergies","landlord","not-applicable","had-pet-die,euthanized,grew-up-with","-$100.00","$1,000.00","10 h","12 h","inside-only,crate","walks-on-leash,jogging-together,dog-parks","professional-groomer","becomes-aggressive","event","5ba7fee43df5ab4da9d63de4",42,101,700,42101000700,7,"Census Tract 7","G5020","S",246683,7087,39.9510463,-75.1729143,"Philadelphia","PA",19103
"139","09/23/2018","few-weeks","other",TRUE,2,1,"yes","no-allergies","family-friend","","never-lived-or-owned","$200.00","$200.00","3 h","5 h","inside-only","walks-on-leash,playing-in-my-yard,not-much","professional-groomer","allergies-appear,not-housebroken,other","website","5bb4d0ef5e8da87413a8ed6b",42,101,29100,42101029100,291,"Census Tract 291","G5020","S",1328197,17275,40.0374996,-75.106752,"Philadelphia","PA",19120
"140","09/24/2018","today","myself",TRUE,1,4,"yes","no-allergies","myself","","euthanized,grew-up-with","$550.00","$550.00","2 h","3 h","crate","dog-parks,playing-in-my-yard,jogging-together,walks-on-leash","professional-groomer","none","website","5bb4d18406bce666e280e182",42,101,19000,42101019000,190,"Census Tract 190","G5020","S",778607,6097,40.0095015,-75.0986136,"Philadelphia ","PA",19124
"141","09/24/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","landlord","yes-with-pet-policy","grew-up-with","$200.00","$1,500.00","6 h","12h","inside-only","walks-on-leash,not-much,dog-parks,another-pet","groom-myself,no-grooming","none,not-housebroken","","5bb4d16ba0129e81e2884cb1",42,101,8701,42101008701,87.01,"Census Tract 87.01","G5020","S",259546,0,39.953566,-75.2104986,"Philadelphia","PA",19104
"142","09/24/2018","few-months","myself",FALSE,0,0,"yes","no-allergies","myself","","euthanized,grew-up-with","$70.00","$2,100.00","3 h","8 h","inside-only,outside-only,crate","walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks,not-much","professional-groomer,groom-myself","becomes-aggressive","","5bb4d147fe691b711d03b422",42,101,8200,42101008200,82,"Census Tract 82","G5020","S",832282,11202,39.9491574,-75.2444494,"philadelphia","PA",19143
"143","09/25/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","landlord","yes-with-pet-policy","euthanized,grew-up-with,currently-have-pet","$400.00","$2,500.00","4 h","4 h","inside-only","walks-on-leash,walks-off-leash,dog-parks,another-pet","groom-myself","none","","5baae1ca6eaeed388161a362",42,45,400801,42045400801,4008.01,"Census Tract 4008.01","G5020","S",361559,0,39.9527721,-75.2730642,"Lansdowne","PA",19050
"144","09/25/2018","few-weeks","myself,my-kids",TRUE,1,2,"yes","mildly-allergic","myself","","euthanized,grew-up-with","$150.00","$2,000.00","4 h","6 h","inside-only,supervised-in-my-yard,other","walks-on-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself","becomes-aggressive","website","5baad26812598857415fa42b",42,101,35301,42101035301,353.01,"Census Tract 353.01","G5020","S",1398730,13466,40.0659313,-74.9934646,"Philadelphia ","PA",19114
"145","09/25/2018","few-weeks","gift",TRUE,0,4,"yes","no-allergies","landlord","no-but-pets-allowed","never-lived-or-owned","$150.00","$150.00",NA,NA,"inside-only","walks-on-leash,playing-in-my-yard","professional-groomer","none","other","5baacc44c70aef7f682cf608",34,7,602000,34007602000,6020,"Census Tract 6020","G5020","S",1754176,194723,39.9046814,-75.1051141,"Camden ","NJ",8104
"146","09/25/2018","few-weeks","my-kids",TRUE,1,3,"yes","no-allergies","myself","","grew-up-with","$200.00","$5,000.00","6 h","8 h","inside-only","walks-on-leash,playing-in-my-yard","professional-groomer","becomes-aggressive,none","facebook","5baac1b10812ec2ea96d9e24",34,1,12501,34001012501,125.01,"Census Tract 125.01","G5020","S",1707890,114132,39.3582785,-74.571254,"Linwood","NJ",8221
"147","09/25/2018","few-weeks","myself",FALSE,0,0,"yes","no-allergies","landlord","not-applicable","euthanized,had-pet-die,grew-up-with,currently-have-pet","$100.00","$2,000.00","2 h","10 h","inside-only","walks-on-leash,another-pet","professional-groomer","none","","5baa99b3d4c1a0724e1ba9e7",42,101,1202,42101001202,12.02,"Census Tract 12.02","G5020","S",308561,0,39.9459117,-75.1699475,"Philadelphia","PA",19103
"148","09/25/2018","today","myself",TRUE,1,0,"yes","no-allergies","family-friend","","grew-up-with","$1,500.00","$2,000.00","6 h","9 h","inside-only,unsupervised-access-to-my-yard-doggie-door-etc","walks-on-leash,playing-in-my-yard,jogging-together","groom-myself","none","other","5baa85233bee707a9f97536a",34,5,704302,34005704302,7043.02,"Census Tract 7043.02","G5020","S",52740519,233775,40.119177,-74.6628935,"Chesterfield","NJ",8515
"149","09/26/2018","few-months","myself",FALSE,1,0,"yes","not-sure","landlord","no-but-pets-allowed","lived-with-housemate-pet","$30.00","$1,000.00","4 h","8 h","inside-only,supervised-in-my-yard","walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","groom-myself,no-grooming","allergies-appear,vet-becomes-expensive,becomes-aggressive","","5bac425eb6b3d7769ec22211",42,101,9200,42101009200,92,"Census Tract 92","G5020","S",512009,0,39.9601608,-75.2074723,"Philadelphia","PA",19104
"150","09/26/2018","few-months","my-kids",TRUE,1,3,"yes","no-allergies","myself","","currently-have-pet","$150.00","$5,000.00","3 h","4 h","inside-only","walks-on-leash","professional-groomer","becomes-aggressive","website","5bac348b9e1e63555317c4fd",42,91,206801,42091206801,2068.01,"Census Tract 2068.01","G5020","S",30523808,14453,40.1941195,-75.3400183,"Lansdale","PA",19446
"151","09/26/2018","today","my-kids,myself",TRUE,1,2,"yes","not-sure,no-allergies","landlord","not-applicable","grew-up-with","$200.00","$200.00",NA,NA,"inside-only,crate","walks-on-leash,walks-off-leash,dog-parks,playing-in-my-yard","professional-groomer,no-grooming","becomes-aggressive","website","5bac2eb8ed3dcf4334e1d78f",42,101,1700,42101001700,17,"Census Tract 17","G5020","S",221571,0,39.9377594,-75.1483123,"Philadelphia ","PA",19147
"152","09/26/2018","today","myself",TRUE,0,0,"yes","no-allergies","landlord","yes-with-pet-policy","currently-have-pet,grew-up-with,euthanized","$220.00","$2,000.00","5 h","5 h","inside-only","walks-on-leash,dog-parks,another-pet","groom-myself","none","website","5bac176390b4de5c3db7c62e",42,101,1900,42101001900,19,"Census Tract 19","G5020","S",328328,0,39.9400454,-75.172227,"Philadelphia","PA",19146
"153","09/26/2018","few-months","myself",TRUE,2,0,"yes","no-allergies","landlord","yes-with-pet-policy","given-to-another,grew-up-with","-$400.00","$400.00",NA,"2 h","supervised-in-my-yard,inside-only","walks-on-leash,playing-in-my-yard,another-pet,jogging-together,dog-parks","professional-groomer,groom-myself","moving-too-far,destructive","website","5bac0df236290984f99f7ed6",42,101,13900,42101013900,139,"Census Tract 139","G5020","S",562937,0,39.9750563,-75.1711846,"philadelphi","PA",19121
"154","09/26/2018","few-months","myself",FALSE,1,0,"yes","no-allergies","landlord","no-but-pets-allowed","currently-have-pet,grew-up-with","$100.00","$2,000.00","4 h","6 h","inside-only","walks-on-leash,another-pet","groom-myself","becomes-aggressive","","5bac0b865df64c0c08f7e4e8",42,101,14200,42101014200,142,"Census Tract 142","G5020","S",788168,277434,39.9652375,-75.1359612,"Philadelphia","PA",19123
"155","09/26/2018","today","my-kids,myself",FALSE,4,4,"yes","no-allergies","landlord","no-but-pets-allowed","pet-ran-away","$100.00","$100.00",NA,NA,"inside-only","walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks","professional-groomer","none","","5bab9f6e0da29b5372d6edde",42,101,26600,42101026600,266,"Census Tract 266","G5020","S",912758,0,40.0634823,-75.1473352,"Philadelphia 19138","PA",19138
"156","09/26/2018","today","myself,gift",TRUE,2,0,"yes","no-allergies","family-friend","","grew-up-with,currently-have-pet","$300.00","$1,000.00","5h","5h","inside-only","walks-on-leash,walks-off-leash,playing-in-my-yard,another-pet,dog-parks","groom-myself","none","website","5bab836765f38f280e491e3d",42,101,6100,42101006100,61,"Census Tract 61","G5020","S",535223,0,39.9149909,-75.2288107,"Philadelphia","PA",19142
"157","09/27/2018","today","myself",FALSE,0,0,"yes","no-allergies","landlord","yes-with-pet-policy","euthanized,grew-up-with,lived-with-housemate-pet","$700.00","$10,000.00","6 h","6 h","inside-only,crate","walks-on-leash,jogging-together,dog-parks,another-pet","professional-groomer,groom-myself","none","","5bad92b7ed0fc70f0fadea88",42,29,311300,42029311300,3113,"Census Tract 3113","G5020","S",21204018,356816,39.9078908,-75.6613474,"West Chester","PA",19382
"158","09/27/2018","few-weeks","myself",FALSE,3,0,"yes","no-allergies","landlord","no-but-pets-allowed","grew-up-with,lived-with-housemate-pet","$100.00","$1,000.00","5 h","8 h","supervised-in-my-yard,inside-only","walks-on-leash,walks-off-leash,playing-in-my-yard","groom-myself","allergies-appear,becomes-aggressive,not-housebroken","","5bad65ab78f3841f9672df7d",42,101,8000,42101008000,80,"Census Tract 80","G5020","S",430891,0,39.9506586,-75.2268464,"Philadelphia","PA",19143
"159","09/27/2018","few-months","myself",TRUE,2,0,"yes","no-allergies","landlord","no-but-pets-allowed","grew-up-with,currently-have-pet,lived-with-housemate-pet","$250.00","$2,000.00","8 h",NA,"inside-only","walks-on-leash,jogging-together,dog-parks,another-pet","groom-myself","not-allowed-new-living-space,not-housebroken,other","website","5bad3c7fe49242367f170bc1",42,101,2200,42101002200,22,"Census Tract 22","G5020","S",228697,0,39.9364111,-75.1703923,"Philadelphia","PA",19146
"160","09/27/2018","few-weeks","myself",FALSE,0,-4,"yes","no-allergies","myself","","euthanized,grew-up-with","$100.00","$5,000.00",NA,NA,"inside-only","walks-on-leash,playing-in-my-yard","professional-groomer","none","","5bad1ea2bcc23a16fecfe6e9",42,101,34501,42101034501,345.01,"Census Tract 345.01","G5020","S",447469,0,40.0749091,-75.0392089,"Philadelphia","PA",19115
"161","09/27/2018","today","myself,my-kids",FALSE,1,2,"yes","no-allergies","myself","","grew-up-with,currently-have-pet,lived-with-housemate-pet,euthanized","$200.00","$2,000.00",NA,"4 h","inside-only","walks-on-leash,playing-in-my-yard,dog-parks","professional-groomer","allergies-appear,becomes-aggressive,other","","5bb4ce7580d3d7670f21cd63",42,45,409100,42045409100,4091,"Census Tract 4091","G5020","S",1375414,0,39.9813908,-75.3018885,"HAVERTOWN","PA",19083
"162","09/27/2018","today","myself",TRUE,0,0,"yes","no-allergies","myself","","grew-up-with","$500.00","$1,000.00","8 h",NA,"inside-only","walks-on-leash,playing-in-my-yard,another-pet,jogging-together,dog-parks","professional-groomer","none","website","5bad0ad12eddb00c9a8fda7b",42,101,32900,42101032900,329,"Census Tract 329","G5020","S",922923,21617,40.0382801,-75.0250094,"Philadelphia ","PA",19136
"163","09/27/2018","few-months","myself",FALSE,2,2,"yes","no-allergies","family-friend","","grew-up-with","$200.00","$300.00",NA,NA,"inside-only","walks-off-leash","groom-myself","none","","5bacfe3760198d4ba91819bc",42,101,6000,42101006000,60,"Census Tract 60","G5020","S",1088841,0,39.9115239,-75.238155,"Philadelphia ","PA",19153
"164","09/27/2018","few-weeks","myself",TRUE,1,1,"yes","no-allergies","family-friend","","currently-have-pet","$200.00","$700.00","6h","6h","inside-only,outside-only,supervised-in-my-yard","walks-on-leash,walks-off-leash","professional-groomer","allergies-appear,becomes-aggressive","website","5bacf28fbf3383606de65d3a",42,101,11300,42101011300,113,"Census Tract 113","G5020","S",335526,0,39.9786589,-75.2353332,"Philadelphia ","PA",19131
"165","09/28/2018","today","myself",TRUE,1,0,"yes","no-allergies","myself","","grew-up-with,currently-have-pet","$100.00","$1,000.00","8 h","8 h","inside-only,supervised-in-my-yard","walks-on-leash,dog-parks","professional-groomer","vet-becomes-expensive,becomes-aggressive","website","5baead548d0e3b205d5ae894",42,101,37800,42101037800,378,"Census Tract 378","G5020","S",3789733,1907950,39.9805802,-75.0956845,"Philadelphia","PA",19125
"166","09/28/2018","today","my-kids",TRUE,2,4,"yes","no-allergies","family-friend","","bred-sold,given-to-shelter,given-to-another","$200.00","$550.00","7 h","7 h","unsupervised-access-to-my-yard-doggie-door-etc,supervised-in-my-yard,crate","walks-on-leash,playing-in-my-yard","professional-groomer","becomes-aggressive,not-enough-time,none","website","5baea76e15a49362b7e1c049",34,5,703000,34005703000,7030,"Census Tract 7030","G5020","S",16757299,829906,39.9779562,-74.8363343,"Hainesport","NJ",8036
"167","09/28/2018","today","myself",TRUE,1,0,"yes","no-allergies","myself","","grew-up-with,currently-have-pet","$500.00","$5,000.00",NA,"3 h","inside-only","walks-on-leash,jogging-together,playing-in-my-yard,another-pet","groom-myself","none","other","5bae980204cd306fa27e3fff",42,29,300600,42029300600,3006,"Census Tract 3006","G5020","S",4086843,460863,40.1454629,-75.5216916,"Phoenixville","PA",19460
"168","09/28/2018","few-weeks","myself,my-kids",FALSE,2,1,"yes","no-allergies","myself","","lived-with-housemate-pet","$230.00","$1,000.00","6h",NA,"inside-only","walks-on-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer","becomes-aggressive","","5bae72ceb974776329a98bf2",34,7,601300,34007601300,6013,"Census Tract 6013","G5020","S",1442996,73887,39.9418772,-75.0939847,"Camden","NJ",8105
"169","09/28/2018","few-weeks","myself",TRUE,0,0,"yes","no-allergies","myself","","euthanized,grew-up-with","$900.00","$770.00",NA,"6 h","inside-only","walks-on-leash,dog-parks,another-pet,not-much","professional-groomer","becomes-aggressive","website","5bae69b7278eb025294474f9",42,101,3100,42101003100,31,"Census Tract 31","G5020","S",395908,0,39.9323428,-75.1779572,"Philadelphia","PA",19146
"170","09/28/2018","today","myself,other",TRUE,1,1,"yes","no-allergies","myself","","had-pet-die,euthanized,grew-up-with,currently-have-pet","$3,000.00","$10,000.00",NA,"2 h","inside-only","walks-on-leash,jogging-together,playing-in-my-yard,another-pet","groom-myself,professional-groomer","none","facebook","5bae637edd9ed97fc6680d6c",42,29,304502,42029304502,3045.02,"Census Tract 3045.02","G5020","S",11400893,2089912,40.0708085,-75.7056618,"Downingtown ","PA",19335
"171","09/29/2018","few-months","other",FALSE,2,0,"yes","no-allergies","myself","","grew-up-with,currently-have-pet","$200.00","$300.00","1 h","2 h","inside-only","walks-on-leash","groom-myself,no-grooming","none","","5baff4773d1df67f9a045d7d",42,101,31300,42101031300,313,"Census Tract 313","G5020","S",711016,0,40.0393195,-75.0698149,"PHILADELPHIA","PA",19149
"172","09/29/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","landlord","yes-with-pet-policy","euthanized,grew-up-with,currently-have-pet","$50.00","$1,500.00",NA,"4 h","inside-only","walks-on-leash,dog-parks","professional-groomer,groom-myself","none","","5bafc018e8e962449c3faf7f",42,91,201706,42091201706,2017.06,"Census Tract 2017.06","G5020","S",2529144,0,40.1132388,-75.1384562,"Glenside","PA",19038
"173","09/30/2018","few-weeks","myself",FALSE,1,0,"yes","no-allergies","myself","","grew-up-with,euthanized","$100.00","-$5,000.00","8 h","8 h","inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,another-pet","groom-myself","becomes-aggressive","","5bb4cf46ac05a77d033a3e84",42,91,201410,42091201410,2014.1,"Census Tract 2014.10","G5020","S",2484378,43071,40.159872,-75.207737,"AMBLER","PA",19002
"174","09/30/2018","today","myself",FALSE,0,0,"yes","no-allergies","myself","","never-lived-or-owned","$1,000.00","$1,000.00","5 h","5 h","inside-only","walks-off-leash","professional-groomer","none","","5bb4cf08bef0f76cfe940c47",42,101,10800,42101010800,108,"Census Tract 108","G5020","S",585733,0,39.9660217,-75.198989,"Philadelphia ","PA",19104
"175","09/30/2018","today","myself",TRUE,0,0,"yes","no-allergies","family-friend","","currently-have-pet,grew-up-with,euthanized","$500.00","$1,000.00",NA,NA,"inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,another-pet","professional-groomer","none","other","5840579b29a6ef8a7cb4204c",42,101,33701,42101033701,337.01,"Census Tract 337.01","G5020","S",981961,0,40.067248,-75.0482645,"Philadelphia","PA",19152
"176","10/01/2018","today","myself",FALSE,2,0,"yes","mildly-allergic","landlord","yes-with-pet-policy","grew-up-with","$200.00","$1,000.00","7 h","7 h","inside-only","walks-off-leash,walks-on-leash","groom-myself","moving-too-far","","5bb2df2ad403a55359bc865a",42,101,8601,42101008601,86.01,"Census Tract 86.01","G5020","S",252480,0,39.9537341,-75.216593,"Philadelphia","PA",19139
"177","10/01/2018","today","myself,my-kids",FALSE,0,4,"yes","no-allergies","myself","","grew-up-with","$150.00","$250.00","6 h","6 h","inside-only","walks-on-leash","professional-groomer","none","","5bb4cfb2888a6f436b4ebafb",42,101,6300,42101006300,63,"Census Tract 63","G5020","S",555597,0,39.9210844,-75.2399761,"Philadelphia","PA",19142
"178","10/01/2018","few-months","myself,my-kids",TRUE,1,2,"yes,no","no-allergies","landlord","yes-with-pet-policy","had-pet-die,euthanized,grew-up-with","$100.00","$470.00","5 h","5 h","inside-only","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","groom-myself","allergies-appear,becomes-aggressive","other","5bb4cf928adf5551015b86de",42,91,205905,42091205905,2059.05,"Census Tract 2059.05","G5020","S",3222888,0,40.08135,-75.3622135,"King of prussia","PA",19406
"179","10/01/2018","few-weeks","myself",FALSE,2,0,"yes","no-allergies","family-friend","","grew-up-with,currently-have-pet","$200.00","$500.00","6 h","9 h","inside-only","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","professional-groomer","allergies-appear","","5bb4cf6f8adf5551015b7bf0",42,101,21700,42101021700,217,"Census Tract 217","G5020","S",1559580,0,40.0450277,-75.2239451,"Philadelphia","PA",19128
"180","10/02/2018","few-months","my-kids",FALSE,0,3,"yes","no-allergies","landlord","","never-lived-or-owned","$800.00","$800.00","2 h","2 h","inside-only","jogging-together,walks-on-leash,dog-parks","professional-groomer","none","","5bb42ef4ec025e383a4dcfc2",42,101,11000,42101011000,110,"Census Tract 110","G5020","S",472867,0,39.9737291,-75.2062951,"Phila","PA",19145
"181","10/02/2018","today","myself",TRUE,1,0,"yes","mildly-allergic","family-friend","","grew-up-with,currently-have-pet,had-pet-die","$100.00","$2,500.00","4 h","6 h","inside-only","walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard","groom-myself","none","facebook","5bb4178229717e726dbf46fa",42,101,35100,42101035100,351,"Census Tract 351","G5020","S",997442,666018,40.0488411,-74.9859716,"Philadelphia ","PA",19114
